Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
22,St. Patrick's Athletic,https://cdn.sofifa.org/24/18/teams/423.png,https://cdn.sofifa.org/flags/25.png,226728,L. Desmond,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/226728.png,68,1538,180000.0,1000.0
19,AS Nancy Lorraine,https://cdn.sofifa.org/24/18/teams/1823.png,https://cdn.sofifa.org/flags/18.png,238504,A. Bassi,France,58,https://cdn.sofifa.org/48/18/players/238504.png,73,1586,270000.0,1000.0
20,Arsenal de Sarandí,https://cdn.sofifa.org/24/18/teams/110394.png,https://cdn.sofifa.org/flags/52.png,241064,M. Carabajal,Argentina,58,https://cdn.sofifa.org/48/18/players/241064.png,67,1353,170000.0,1000.0
21,Atlético Huila,https://cdn.sofifa.org/24/18/teams/112528.png,https://cdn.sofifa.org/flags/56.png,228777,G. Banguera,Colombia,58,https://cdn.sofifa.org/48/18/players/228777.png,68,948,160000.0,1000.0
18,Alanyaspor,https://cdn.sofifa.org/24/18/teams/113142.png,https://cdn.sofifa.org/flags/48.png,237737,M. Sevimler,Turkey,58,https://cdn.sofifa.org/48/18/players/237737.png,72,1390,260000.0,1000.0
20,Vercelli,https://cdn.sofifa.org/24/18/teams/112398.png,https://cdn.sofifa.org/flags/27.png,235690,A. Bifulco,Italy,58,https://cdn.sofifa.org/48/18/players/235690.png,69,1484,220000.0,6000.0
24,Le Havre AC,https://cdn.sofifa.org/24/18/teams/1738.png,https://cdn.sofifa.org/flags/18.png,233643,S. Camara,France,58,https://cdn.sofifa.org/48/18/players/233643.png,64,1278,150000.0,1000.0
22,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,https://cdn.sofifa.org/flags/47.png,212140,G. Karlen,Switzerland,58,https://cdn.sofifa.org/48/18/players/212140.png,68,1654,200000.0,3000.0
20,U.N.A.M.,https://cdn.sofifa.org/24/18/teams/1881.png,https://cdn.sofifa.org/flags/83.png,230829,A. Mozo,Mexico,58,https://cdn.sofifa.org/48/18/players/230829.png,73,1420,250000.0,2000.0
23,LASK Linz,https://cdn.sofifa.org/24/18/teams/252.png,https://cdn.sofifa.org/flags/54.png,240046,João Victor,Brazil,58,https://cdn.sofifa.org/48/18/players/240046.png,65,1386,180000.0,2000.0
21,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,https://cdn.sofifa.org/flags/40.png,226223,I. Leschuk,Russia,58,https://cdn.sofifa.org/48/18/players/226223.png,67,855,150000.0,2000.0
22,FC Luzern,https://cdn.sofifa.org/24/18/teams/897.png,https://cdn.sofifa.org/flags/47.png,230064,Y. Schmid,Switzerland,58,https://cdn.sofifa.org/48/18/players/230064.png,68,1326,180000.0,1000.0
21,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,https://cdn.sofifa.org/flags/42.png,225203,L. Kelly,Scotland,58,https://cdn.sofifa.org/48/18/players/225203.png,70,990,180000.0,4000.0
19,Werder Bremen II,https://cdn.sofifa.org/24/18/teams/110694.png,https://cdn.sofifa.org/flags/21.png,233396,I. Touré,Germany,58,https://cdn.sofifa.org/48/18/players/233396.png,72,1590,270000.0,1000.0
26,Fleetwood Town,https://cdn.sofifa.org/24/18/teams/112260.png,https://cdn.sofifa.org/flags/21.png,211893,M. Schwabl,Germany,58,https://cdn.sofifa.org/48/18/players/211893.png,59,1679,150000.0,2000.0
19,PEC Zwolle,https://cdn.sofifa.org/24/18/teams/1914.png,https://cdn.sofifa.org/flags/34.png,238773,B. van Wijnen,Netherlands,58,https://cdn.sofifa.org/48/18/players/238773.png,73,1572,270000.0,1000.0
22,Motherwell,https://cdn.sofifa.org/24/18/teams/83.png,https://cdn.sofifa.org/flags/14.png,213687,L. Grimshaw,England,58,https://cdn.sofifa.org/48/18/players/213687.png,69,1630,210000.0,1000.0
20,TSG 1899 Hoffenheim,https://cdn.sofifa.org/24/18/teams/10029.png,https://cdn.sofifa.org/flags/4.png,223671,S. Posch,Austria,58,https://cdn.sofifa.org/48/18/players/223671.png,72,1256,250000.0,3000.0
18,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,https://cdn.sofifa.org/flags/21.png,240055,M. Yilmaz,Germany,58,https://cdn.sofifa.org/48/18/players/240055.png,70,1553,210000.0,4000.0
25,Derry City,https://cdn.sofifa.org/24/18/teams/445.png,https://cdn.sofifa.org/flags/35.png,203192,D. Jarvis,Northern Ireland,58,https://cdn.sofifa.org/48/18/players/203192.png,63,1542,140000.0,1000.0
22,Al Faisaly,https://cdn.sofifa.org/24/18/teams/112389.png,https://cdn.sofifa.org/flags/183.png,225976,S. Mandash,Saudi Arabia,58,https://cdn.sofifa.org/48/18/players/225976.png,68,1458,200000.0,3000.0
18,Chicago Fire Soccer Club,https://cdn.sofifa.org/24/18/teams/693.png,https://cdn.sofifa.org/flags/95.png,237496,D. Mihailovic,United States,58,https://cdn.sofifa.org/48/18/players/237496.png,74,1554,260000.0,1000.0
23,Atiker Konyaspor,https://cdn.sofifa.org/24/18/teams/101033.png,https://cdn.sofifa.org/flags/48.png,230073,I. Güven,Turkey,58,https://cdn.sofifa.org/48/18/players/230073.png,63,1579,170000.0,2000.0
20,Aarhus GF,https://cdn.sofifa.org/24/18/teams/271.png,https://cdn.sofifa.org/flags/13.png,223163,M. Zacho,Denmark,58,https://cdn.sofifa.org/48/18/players/223163.png,67,1549,200000.0,2000.0
31,Shimizu S-Pulse,https://cdn.sofifa.org/24/18/teams/101149.png,https://cdn.sofifa.org/flags/54.png,237755,Kanu,Brazil,58,https://cdn.sofifa.org/48/18/players/237755.png,58,1216,90000.0,1000.0
23,Defensa y Justicia,https://cdn.sofifa.org/24/18/teams/111710.png,https://cdn.sofifa.org/flags/52.png,233916,L. Chiappero,Argentina,58,https://cdn.sofifa.org/48/18/players/233916.png,63,987,120000.0,1000.0
20,Cremonese,https://cdn.sofifa.org/24/18/teams/111434.png,https://cdn.sofifa.org/flags/27.png,240573,M. Procopio,Italy,58,https://cdn.sofifa.org/48/18/players/240573.png,68,1449,180000.0,4000.0
19,IFK Göteborg,https://cdn.sofifa.org/24/18/teams/319.png,https://cdn.sofifa.org/flags/46.png,238270,A. Erlingmark,Sweden,58,https://cdn.sofifa.org/48/18/players/238270.png,76,1546,270000.0,1000.0
21,Morecambe,https://cdn.sofifa.org/24/18/teams/357.png,https://cdn.sofifa.org/flags/14.png,221887,R. Turner,England,58,https://cdn.sofifa.org/48/18/players/221887.png,64,1419,180000.0,1000.0
19,Stevenage,https://cdn.sofifa.org/24/18/teams/361.png,https://cdn.sofifa.org/flags/14.png,232895,C. Wakefield,England,58,https://cdn.sofifa.org/48/18/players/232895.png,72,1431,270000.0,1000.0
19,AFC Wimbledon,https://cdn.sofifa.org/24/18/teams/112259.png,https://cdn.sofifa.org/flags/14.png,232641,A. Egan,England,58,https://cdn.sofifa.org/48/18/players/232641.png,70,1526,220000.0,1000.0
18,Shrewsbury,https://cdn.sofifa.org/24/18/teams/127.png,https://cdn.sofifa.org/flags/14.png,234177,N. Ennis,England,58,https://cdn.sofifa.org/48/18/players/234177.png,80,1396,290000.0,4000.0
19,CSKA Moscow,https://cdn.sofifa.org/24/18/teams/315.png,https://cdn.sofifa.org/flags/40.png,240577,K. Khosonov,Russia,58,https://cdn.sofifa.org/48/18/players/240577.png,68,1564,170000.0,3000.0
23,Chicago Fire Soccer Club,https://cdn.sofifa.org/24/18/teams/693.png,https://cdn.sofifa.org/flags/95.png,237250,S. Cleveland,United States,58,https://cdn.sofifa.org/48/18/players/237250.png,64,1116,130000.0,1000.0
23,Atlético Tucumán,https://cdn.sofifa.org/24/18/teams/111708.png,https://cdn.sofifa.org/flags/52.png,239298,A. Montiel,Argentina,58,https://cdn.sofifa.org/48/18/players/239298.png,64,1306,150000.0,1000.0
20,Werder Bremen II,https://cdn.sofifa.org/24/18/teams/110694.png,https://cdn.sofifa.org/flags/21.png,238787,L. Wasmus,Germany,58,https://cdn.sofifa.org/48/18/players/238787.png,66,1526,190000.0,1000.0
22,Mansfield Town,https://cdn.sofifa.org/24/18/teams/1940.png,https://cdn.sofifa.org/flags/14.png,225734,C. Hamilton,England,58,https://cdn.sofifa.org/48/18/players/225734.png,68,1436,200000.0,3000.0
20,Banfield,https://cdn.sofifa.org/24/18/teams/110404.png,https://cdn.sofifa.org/flags/52.png,232646,C. Bravo,Argentina,58,https://cdn.sofifa.org/48/18/players/232646.png,69,1569,190000.0,2000.0
20,VfB Stuttgart,https://cdn.sofifa.org/24/18/teams/36.png,https://cdn.sofifa.org/flags/95.png,235719,J. Soñora,United States,58,https://cdn.sofifa.org/48/18/players/235719.png,70,1416,230000.0,3000.0
19,Ross County FC,https://cdn.sofifa.org/24/18/teams/631.png,https://cdn.sofifa.org/flags/14.png,236487,D. Keillor-Dunn,England,58,https://cdn.sofifa.org/48/18/players/236487.png,77,1420,270000.0,1000.0
23,Göztepe,https://cdn.sofifa.org/24/18/teams/101026.png,https://cdn.sofifa.org/flags/48.png,239047,H. Bar??,Turkey,58,https://cdn.sofifa.org/48/18/players/239047.png,65,1519,150000.0,2000.0
19,FC Dallas,https://cdn.sofifa.org/24/18/teams/695.png,https://cdn.sofifa.org/flags/95.png,237000,R. Cannon,United States,58,https://cdn.sofifa.org/48/18/players/237000.png,74,1515,240000.0,1000.0
17,VVV-Venlo,https://cdn.sofifa.org/24/18/teams/100651.png,https://cdn.sofifa.org/flags/34.png,240584,B. Verbong,Netherlands,58,https://cdn.sofifa.org/48/18/players/240584.png,70,869,150000.0,1000.0
23,SV Meppen,https://cdn.sofifa.org/24/18/teams/110597.png,https://cdn.sofifa.org/flags/21.png,218057,J. Jesgarzewski,Germany,58,https://cdn.sofifa.org/48/18/players/218057.png,64,1531,150000.0,1000.0
30,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,https://cdn.sofifa.org/flags/25.png,173514,I. Morris,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/173514.png,58,1645,90000.0,1000.0
25,US Quevilly-Rouen,https://cdn.sofifa.org/24/18/teams/112552.png,https://cdn.sofifa.org/flags/79.png,239051,J. Albert,Guyana,58,https://cdn.sofifa.org/48/18/players/239051.png,64,1280,150000.0,1000.0
22,Al Nassr,https://cdn.sofifa.org/24/18/teams/112139.png,https://cdn.sofifa.org/flags/183.png,240587,F. Bin Jamayah,Saudi Arabia,58,https://cdn.sofifa.org/48/18/players/240587.png,67,1480,200000.0,5000.0
22,Sporting Kansas City,https://cdn.sofifa.org/24/18/teams/696.png,https://cdn.sofifa.org/flags/95.png,237260,C. Storm,United States,58,https://cdn.sofifa.org/48/18/players/237260.png,66,1417,160000.0,1000.0
19,Hamburger SV,https://cdn.sofifa.org/24/18/teams/28.png,https://cdn.sofifa.org/flags/21.png,237517,C. Stark,Germany,58,https://cdn.sofifa.org/48/18/players/237517.png,71,1415,240000.0,3000.0
21,Kristiansund BK,https://cdn.sofifa.org/24/18/teams/113459.png,https://cdn.sofifa.org/flags/36.png,236750,S. Sørli,Norway,58,https://cdn.sofifa.org/48/18/players/236750.png,66,1489,190000.0,1000.0
18,Hamburger SV,https://cdn.sofifa.org/24/18/teams/28.png,https://cdn.sofifa.org/flags/37.png,237518,M. Drawz,Poland,58,https://cdn.sofifa.org/48/18/players/237518.png,71,1475,230000.0,3000.0
22,Sparta Rotterdam,https://cdn.sofifa.org/24/18/teams/100646.png,https://cdn.sofifa.org/flags/13.png,237519,N. Marfelt,Denmark,58,https://cdn.sofifa.org/48/18/players/237519.png,67,1419,170000.0,2000.0
25,Lobos de la BUAP,https://cdn.sofifa.org/24/18/teams/111035.png,https://cdn.sofifa.org/flags/83.png,239823,E. Escobar,Mexico,58,https://cdn.sofifa.org/48/18/players/239823.png,60,1429,130000.0,1000.0
20,CD Once Caldas Manizales,https://cdn.sofifa.org/24/18/teams/101106.png,https://cdn.sofifa.org/flags/56.png,234960,D. Rojano,Colombia,58,https://cdn.sofifa.org/48/18/players/234960.png,68,1492,180000.0,1000.0
19,Milton Keynes Dons,https://cdn.sofifa.org/24/18/teams/1798.png,https://cdn.sofifa.org/flags/14.png,233937,C. Furlong,England,58,https://cdn.sofifa.org/48/18/players/233937.png,71,1424,240000.0,1000.0
20,CD Lugo,https://cdn.sofifa.org/24/18/teams/110831.png,https://cdn.sofifa.org/flags/45.png,229586,Pablo Cacharrón,Spain,58,https://cdn.sofifa.org/48/18/players/229586.png,70,1058,180000.0,1000.0
20,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/11.png,233426,A. Georgiou,Cyprus,58,https://cdn.sofifa.org/48/18/players/233426.png,74,1560,280000.0,8000.0
24,Puebla,https://cdn.sofifa.org/24/18/teams/110152.png,https://cdn.sofifa.org/flags/83.png,205267,I. Rodríguez,Mexico,58,https://cdn.sofifa.org/48/18/players/205267.png,64,1152,130000.0,1000.0
18,West Bromwich Albion,https://cdn.sofifa.org/24/18/teams/109.png,https://cdn.sofifa.org/flags/14.png,239317,M. Melbourne,England,58,https://cdn.sofifa.org/48/18/players/239317.png,74,1439,230000.0,4000.0
25,Amkar Perm,https://cdn.sofifa.org/24/18/teams/110234.png,https://cdn.sofifa.org/flags/40.png,240085,M. Gashchenkov,Russia,58,https://cdn.sofifa.org/48/18/players/240085.png,59,1595,150000.0,3000.0
28,Barnet,https://cdn.sofifa.org/24/18/teams/135.png,https://cdn.sofifa.org/flags/14.png,241109,D. Tarpey,England,58,https://cdn.sofifa.org/48/18/players/241109.png,58,1485,130000.0,2000.0
31,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,https://cdn.sofifa.org/flags/25.png,183765,P. Kavanagh,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/183765.png,58,1455,110000.0,1000.0
21,AC Ajaccio,https://cdn.sofifa.org/24/18/teams/614.png,https://cdn.sofifa.org/flags/18.png,240854,M. Araai,France,58,https://cdn.sofifa.org/48/18/players/240854.png,66,1522,190000.0,1000.0
20,Sporting Charleroi,https://cdn.sofifa.org/24/18/teams/670.png,https://cdn.sofifa.org/flags/7.png,224215,V. Baume,Belgium,58,https://cdn.sofifa.org/48/18/players/224215.png,69,1052,170000.0,1000.0
18,Vitesse,https://cdn.sofifa.org/24/18/teams/1909.png,https://cdn.sofifa.org/flags/34.png,240856,B. Bayazit,Netherlands,58,https://cdn.sofifa.org/48/18/players/240856.png,75,811,210000.0,1000.0
19,Necaxa,https://cdn.sofifa.org/24/18/teams/101121.png,https://cdn.sofifa.org/flags/83.png,238297,D. Hernández,Mexico,58,https://cdn.sofifa.org/48/18/players/238297.png,67,1442,160000.0,1000.0
21,ES Troyes AC,https://cdn.sofifa.org/24/18/teams/294.png,https://cdn.sofifa.org/flags/18.png,220890,M. Sissako,France,58,https://cdn.sofifa.org/48/18/players/220890.png,72,1448,280000.0,3000.0
18,Roda JC Kerkrade,https://cdn.sofifa.org/24/18/teams/1902.png,https://cdn.sofifa.org/flags/34.png,240602,B. Derksen,Netherlands,58,https://cdn.sofifa.org/48/18/players/240602.png,68,860,140000.0,1000.0
22,Kasimpa?a SK,https://cdn.sofifa.org/24/18/teams/111339.png,https://cdn.sofifa.org/flags/48.png,223707,M. Kula,Turkey,58,https://cdn.sofifa.org/48/18/players/223707.png,65,1325,150000.0,2000.0
18,SD Huesca,https://cdn.sofifa.org/24/18/teams/110839.png,https://cdn.sofifa.org/flags/45.png,230875,Javito,Spain,58,https://cdn.sofifa.org/48/18/players/230875.png,66,1388,150000.0,1000.0
17,Sevilla Atlético,https://cdn.sofifa.org/24/18/teams/110714.png,https://cdn.sofifa.org/flags/45.png,240859,Berrocal,Spain,58,https://cdn.sofifa.org/48/18/players/240859.png,73,1337,230000.0,1000.0
25,Defensa y Justicia,https://cdn.sofifa.org/24/18/teams/111710.png,https://cdn.sofifa.org/flags/52.png,227548,F. Melivilo,Argentina,58,https://cdn.sofifa.org/48/18/players/227548.png,60,1470,160000.0,2000.0
20,Charlton Athletic,https://cdn.sofifa.org/24/18/teams/89.png,https://cdn.sofifa.org/flags/34.png,232413,A. Dijksteel,Netherlands,58,https://cdn.sofifa.org/48/18/players/232413.png,74,1480,250000.0,1000.0
23,Gençlerbirli?i SK,https://cdn.sofifa.org/24/18/teams/101025.png,https://cdn.sofifa.org/flags/48.png,238301,T. Demirta?,Turkey,58,https://cdn.sofifa.org/48/18/players/238301.png,65,815,130000.0,2000.0
29,Drogheda United,https://cdn.sofifa.org/24/18/teams/1572.png,https://cdn.sofifa.org/flags/25.png,204766,G. Brennan,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/204766.png,58,1626,120000.0,1000.0
22,Drogheda United,https://cdn.sofifa.org/24/18/teams/1572.png,https://cdn.sofifa.org/flags/25.png,219870,A. Wixted,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/219870.png,64,1495,170000.0,1000.0
19,Perugia,https://cdn.sofifa.org/24/18/teams/199.png,https://cdn.sofifa.org/flags/27.png,241118,L. Coccolo,Italy,58,https://cdn.sofifa.org/48/18/players/241118.png,73,1439,240000.0,1000.0
37,Notts County,https://cdn.sofifa.org/24/18/teams/1937.png,https://cdn.sofifa.org/flags/14.png,11488,M. Edwards,England,58,https://cdn.sofifa.org/48/18/players/11488.png,58,1252,20000.0,2000.0
22,Kristiansund BK,https://cdn.sofifa.org/24/18/teams/113459.png,https://cdn.sofifa.org/flags/36.png,213728,O. Øby,Norway,58,https://cdn.sofifa.org/48/18/players/213728.png,64,1565,150000.0,1000.0
24,La Spezia,https://cdn.sofifa.org/24/18/teams/110741.png,https://cdn.sofifa.org/flags/27.png,216800,J. Cisotti,Italy,58,https://cdn.sofifa.org/48/18/players/216800.png,64,1408,180000.0,1000.0
23,Vissel Kobe,https://cdn.sofifa.org/24/18/teams/101146.png,https://cdn.sofifa.org/flags/163.png,232928,Y. Matsushita,Japan,58,https://cdn.sofifa.org/48/18/players/232928.png,67,1476,200000.0,1000.0
26,Grimsby Town,https://cdn.sofifa.org/24/18/teams/92.png,https://cdn.sofifa.org/flags/14.png,234976,T. Bolarinwa,England,58,https://cdn.sofifa.org/48/18/players/234976.png,59,1360,150000.0,2000.0
18,Milton Keynes Dons,https://cdn.sofifa.org/24/18/teams/1798.png,https://cdn.sofifa.org/flags/14.png,235744,B. Thomas-Asante,England,58,https://cdn.sofifa.org/48/18/players/235744.png,73,1400,260000.0,1000.0
19,Vercelli,https://cdn.sofifa.org/24/18/teams/112398.png,https://cdn.sofifa.org/flags/27.png,236768,L. Grossi,Italy,58,https://cdn.sofifa.org/48/18/players/236768.png,74,1282,250000.0,1000.0
18,Valenciennes FC,https://cdn.sofifa.org/24/18/teams/110456.png,https://cdn.sofifa.org/flags/18.png,232417,N. Kocik,France,58,https://cdn.sofifa.org/48/18/players/232417.png,70,840,160000.0,1000.0
20,Southampton,https://cdn.sofifa.org/24/18/teams/17.png,https://cdn.sofifa.org/flags/14.png,228578,W. Wood,England,58,https://cdn.sofifa.org/48/18/players/228578.png,71,1479,220000.0,7000.0
19,Hannover 96,https://cdn.sofifa.org/24/18/teams/485.png,https://cdn.sofifa.org/flags/21.png,239330,Y. Emghames,Germany,58,https://cdn.sofifa.org/48/18/players/239330.png,71,1431,240000.0,3000.0
23,FC Lugano,https://cdn.sofifa.org/24/18/teams/10032.png,https://cdn.sofifa.org/flags/10.png,239586,D. Kova?i?,Croatia,58,https://cdn.sofifa.org/48/18/players/239586.png,64,1242,150000.0,1000.0
37,Heart of Midlothian,https://cdn.sofifa.org/24/18/teams/80.png,https://cdn.sofifa.org/flags/42.png,4323,P. Gallacher,Scotland,58,https://cdn.sofifa.org/48/18/players/4323.png,58,1022,10000.0,1000.0
19,Fleetwood Town,https://cdn.sofifa.org/24/18/teams/112260.png,https://cdn.sofifa.org/flags/14.png,229347,M. Donohue,England,58,https://cdn.sofifa.org/48/18/players/229347.png,71,1464,240000.0,1000.0
19,Forest Green,https://cdn.sofifa.org/24/18/teams/561.png,https://cdn.sofifa.org/flags/14.png,231139,J. Fitzwater,England,58,https://cdn.sofifa.org/48/18/players/231139.png,70,1345,200000.0,4000.0
23,FC Lugano,https://cdn.sofifa.org/24/18/teams/10032.png,https://cdn.sofifa.org/flags/47.png,239587,S. Schäppi,Switzerland,58,https://cdn.sofifa.org/48/18/players/239587.png,66,1499,160000.0,1000.0
21,Valenciennes FC,https://cdn.sofifa.org/24/18/teams/110456.png,https://cdn.sofifa.org/flags/136.png,228836,E. Dabo,Senegal,58,https://cdn.sofifa.org/48/18/players/228836.png,66,1531,160000.0,1000.0
28,Sandecja Nowy S?cz,https://cdn.sofifa.org/24/18/teams/112508.png,https://cdn.sofifa.org/flags/9.png,233188,P. Krachunov,Bulgaria,58,https://cdn.sofifa.org/48/18/players/233188.png,59,1246,120000.0,1000.0
18,Hannover 96,https://cdn.sofifa.org/24/18/teams/485.png,https://cdn.sofifa.org/flags/21.png,239332,T. Baller,Germany,58,https://cdn.sofifa.org/48/18/players/239332.png,73,1425,260000.0,3000.0
26,Al Faisaly,https://cdn.sofifa.org/24/18/teams/112389.png,https://cdn.sofifa.org/flags/183.png,210149,M. Majrashi,Saudi Arabia,58,https://cdn.sofifa.org/48/18/players/210149.png,58,1461,140000.0,4000.0
25,Melbourne Victory,https://cdn.sofifa.org/24/18/teams/111397.png,https://cdn.sofifa.org/flags/195.png,209895,M. Acton,Australia,58,https://cdn.sofifa.org/48/18/players/209895.png,63,1022,120000.0,1000.0
19,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/110.png,231144,C. Maghoma,DR Congo,58,https://cdn.sofifa.org/48/18/players/231144.png,71,1306,210000.0,5000.0
28,Sandecja Nowy S?cz,https://cdn.sofifa.org/24/18/teams/112508.png,https://cdn.sofifa.org/flags/37.png,212713,W. Trochim,Poland,58,https://cdn.sofifa.org/48/18/players/212713.png,58,1524,130000.0,1000.0
21,FK Haugesund,https://cdn.sofifa.org/24/18/teams/1463.png,https://cdn.sofifa.org/flags/37.png,226025,J. Serafin,Poland,58,https://cdn.sofifa.org/48/18/players/226025.png,68,1535,200000.0,1000.0
19,Temperley,https://cdn.sofifa.org/24/18/teams/112904.png,https://cdn.sofifa.org/flags/58.png,240874,R. Ferreira,Paraguay,58,https://cdn.sofifa.org/48/18/players/240874.png,74,1498,240000.0,1000.0
27,Bray Wanderers,https://cdn.sofifa.org/24/18/teams/838.png,https://cdn.sofifa.org/flags/25.png,181738,D. Foran,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/181738.png,61,1229,130000.0,1000.0
18,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,https://cdn.sofifa.org/flags/14.png,238059,D. Kemp,England,58,https://cdn.sofifa.org/48/18/players/238059.png,73,1399,260000.0,6000.0
18,Pachuca,https://cdn.sofifa.org/24/18/teams/110147.png,https://cdn.sofifa.org/flags/83.png,240107,J. Padilla,Mexico,58,https://cdn.sofifa.org/48/18/players/240107.png,77,1404,260000.0,3000.0
20,Temperley,https://cdn.sofifa.org/24/18/teams/112904.png,https://cdn.sofifa.org/flags/58.png,240875,M. Villasanti,Paraguay,58,https://cdn.sofifa.org/48/18/players/240875.png,66,1604,190000.0,1000.0
25,St. Patrick's Athletic,https://cdn.sofifa.org/24/18/teams/423.png,https://cdn.sofifa.org/flags/25.png,200428,G. Kelly,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/200428.png,61,1696,160000.0,1000.0
21,Al Batin,https://cdn.sofifa.org/24/18/teams/112990.png,https://cdn.sofifa.org/flags/183.png,235500,A. Al Shammary,Saudi Arabia,58,https://cdn.sofifa.org/48/18/players/235500.png,69,1436,220000.0,4000.0
19,Sporting Charleroi,https://cdn.sofifa.org/24/18/teams/670.png,https://cdn.sofifa.org/flags/18.png,239596,J. Celestine,France,58,https://cdn.sofifa.org/48/18/players/239596.png,70,1225,200000.0,1000.0
19,Temperley,https://cdn.sofifa.org/24/18/teams/112904.png,https://cdn.sofifa.org/flags/52.png,240876,M. Nani,Argentina,58,https://cdn.sofifa.org/48/18/players/240876.png,72,1387,250000.0,1000.0
26,Al Raed,https://cdn.sofifa.org/24/18/teams/112392.png,https://cdn.sofifa.org/flags/183.png,210925,S. Otayf,Saudi Arabia,58,https://cdn.sofifa.org/48/18/players/210925.png,59,1480,150000.0,3000.0
16,Molde FK,https://cdn.sofifa.org/24/18/teams/417.png,https://cdn.sofifa.org/flags/36.png,239085,E. Håland,Norway,58,https://cdn.sofifa.org/48/18/players/239085.png,78,1450,250000.0,1000.0
18,New York Red Bulls,https://cdn.sofifa.org/24/18/teams/689.png,https://cdn.sofifa.org/flags/103.png,237550,H. Ndam,Cameroon,58,https://cdn.sofifa.org/48/18/players/237550.png,68,1452,160000.0,1000.0
23,Grimsby Town,https://cdn.sofifa.org/24/18/teams/92.png,https://cdn.sofifa.org/flags/14.png,206575,J. Hooper,England,58,https://cdn.sofifa.org/48/18/players/206575.png,66,1439,190000.0,2000.0
22,Foggia,https://cdn.sofifa.org/24/18/teams/110911.png,https://cdn.sofifa.org/flags/27.png,220144,D. Lodesani,Italy,58,https://cdn.sofifa.org/48/18/players/220144.png,68,1444,200000.0,1000.0
21,Hamilton Academical FC,https://cdn.sofifa.org/24/18/teams/184.png,https://cdn.sofifa.org/flags/42.png,230640,B. Biabi,Scotland,58,https://cdn.sofifa.org/48/18/players/230640.png,72,1380,280000.0,7000.0
19,Brentford,https://cdn.sofifa.org/24/18/teams/1925.png,https://cdn.sofifa.org/flags/50.png,233201,C. Mepham,Wales,58,https://cdn.sofifa.org/48/18/players/233201.png,73,1306,250000.0,3000.0
18,NAC Breda,https://cdn.sofifa.org/24/18/teams/1904.png,https://cdn.sofifa.org/flags/34.png,239346,T. Marijnissen,Netherlands,58,https://cdn.sofifa.org/48/18/players/239346.png,73,1458,260000.0,1000.0
19,Suwon Samsung Bluewings,https://cdn.sofifa.org/24/18/teams/983.png,https://cdn.sofifa.org/flags/167.png,233459,Yoo Han Sol,Korea Republic,58,https://cdn.sofifa.org/48/18/players/233459.png,69,1401,180000.0,1000.0
19,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,https://cdn.sofifa.org/flags/42.png,234229,R. McCrorie,Scotland,58,https://cdn.sofifa.org/48/18/players/234229.png,78,1327,250000.0,3000.0
21,Willem II,https://cdn.sofifa.org/24/18/teams/1907.png,https://cdn.sofifa.org/flags/34.png,240630,E. Bostanc?,Netherlands,58,https://cdn.sofifa.org/48/18/players/240630.png,67,1448,200000.0,1000.0
18,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,https://cdn.sofifa.org/flags/14.png,234743,A. Muskwe,England,58,https://cdn.sofifa.org/48/18/players/234743.png,73,1488,260000.0,5000.0
24,Vancouver Whitecaps FC,https://cdn.sofifa.org/24/18/teams/101112.png,https://cdn.sofifa.org/flags/70.png,236023,B. Levis,Canada,58,https://cdn.sofifa.org/48/18/players/236023.png,64,1638,150000.0,1000.0
25,Cittadella,https://cdn.sofifa.org/24/18/teams/111993.png,https://cdn.sofifa.org/flags/27.png,240631,A. Settembrini,Italy,58,https://cdn.sofifa.org/48/18/players/240631.png,62,1561,160000.0,1000.0
20,Holstein Kiel,https://cdn.sofifa.org/24/18/teams/576.png,https://cdn.sofifa.org/flags/21.png,239096,A. Karazor,Germany,58,https://cdn.sofifa.org/48/18/players/239096.png,70,1432,200000.0,1000.0
17,SC Heerenveen,https://cdn.sofifa.org/24/18/teams/1913.png,https://cdn.sofifa.org/flags/34.png,240888,T. Doornbusch,Netherlands,58,https://cdn.sofifa.org/48/18/players/240888.png,75,911,200000.0,1000.0
